Episode,Time Steps,Reward,Total Reward
143,41,-5,15.5
144,42,-5,16.0
145,51,-5,20.5
146,42,-5,16.0
147,49,-5,19.5
148,46,-5,18.0
149,50,-5,20.0
150,40,-5,15.0
151,48,-5,19.0
152,42,-5,16.0
153,45,-5,17.5
154,41,-5,15.5
155,39,-5,14.5
156,15,-5,2.5
157,50,-5,20.0
158,44,-5,17.0
159,19,-5,4.5
160,44,-5,17.0
161,44,-5,17.0
162,41,-5,15.5
163,44,-5,17.0
164,43,-5,16.5
165,56,-5,23.0
166,48,-5,19.0
167,56,-5,23.0
168,42,-5,16.0
169,40,-5,15.0
170,41,-5,15.5
171,42,-5,16.0
172,39,-5,14.5
173,47,-5,18.5
174,25,-5,7.5
175,53,-5,21.5
176,43,-5,16.5
177,45,-5,17.5
178,57,-5,23.5
179,48,-5,19.0
180,39,-5,14.5
181,45,-5,17.5
182,36,-5,13.0
183,43,-5,16.5
184,42,-5,16.0
185,46,-5,18.0
186,43,-5,16.5
187,40,-5,15.0
188,41,-5,15.5
189,42,-5,16.0
190,49,-5,19.5
191,51,-5,20.5
192,49,-5,19.5
193,49,-5,19.5
194,42,-5,16.0
195,42,-5,16.0
196,19,-5,4.5
197,41,-5,15.5
198,52,-5,21.0
199,41,-5,15.5
200,52,-5,21.0
201,51,-5,20.5
202,24,-5,7.0
203,54,-5,22.0
204,63,-5,26.5
205,16,-5,3.0
206,35,-5,12.5
207,44,-5,17.0
208,46,-5,18.0
209,26,-5,8.0
210,53,-5,21.5
211,41,-5,15.5
212,66,-5,28.0
213,53,-5,21.5
214,41,-5,15.5
215,40,-5,15.0
216,49,-5,19.5
217,56,-5,23.0
218,15,-5,2.5
219,44,-5,17.0
220,52,-5,21.0
221,41,-5,15.5
222,38,-5,14.0
223,44,-5,17.0
224,42,-5,16.0
225,46,-5,18.0
226,65,-5,27.5
227,43,-5,16.5
228,42,-5,16.0
229,42,-5,16.0
230,40,-5,15.0
231,40,-5,15.0
232,44,-5,17.0
233,19,-5,4.5
234,45,-5,17.5
235,39,-5,14.5
236,42,-5,16.0
237,19,-5,4.5
238,18,-5,4.0
239,44,-5,17.0
240,40,-5,15.0
241,53,-5,21.5
242,44,-5,17.0
243,43,-5,16.5
244,45,-5,17.5
245,19,-5,4.5
246,47,-5,18.5
247,53,-5,21.5
248,50,-5,20.0
249,51,-5,20.5
250,47,-5,18.5
251,43,-5,16.5
252,45,-5,17.5
253,27,-5,8.5
254,44,-5,17.0
255,48,-5,19.0
256,46,-5,18.0
257,52,-5,21.0
258,52,-5,21.0
259,47,-5,18.5
260,51,-5,20.5
261,55,-5,22.5
262,44,-5,17.0
263,48,-5,19.0
264,48,-5,19.0
265,49,-5,19.5
266,45,-5,17.5
267,44,-5,17.0
268,40,-5,15.0
269,39,-5,14.5
270,47,-5,18.5
271,48,-5,19.0
272,42,-5,16.0
273,44,-5,17.0
274,42,-5,16.0
275,42,-5,16.0
276,44,-5,17.0
277,29,-5,9.5
278,46,-5,18.0
279,48,-5,19.0
280,40,-5,15.0
281,43,-5,16.5
282,45,-5,17.5
283,39,-5,14.5
284,42,-5,16.0
285,17,-5,3.5
286,43,-5,16.5
287,15,-5,2.5
288,40,-5,15.0
289,41,-5,15.5
290,42,-5,16.0
291,41,-5,15.5
292,46,-5,18.0
293,55,-5,22.5
294,19,-5,4.5
295,48,-5,19.0
296,13,-5,1.5
297,42,-5,16.0
298,26,-5,8.0
299,48,-5,19.0
300,49,-5,19.5
301,44,-5,17.0
302,46,-5,18.0
303,41,-5,15.5
304,53,-5,21.5
305,43,-5,16.5
306,48,-5,19.0
307,47,-5,18.5
308,46,-5,18.0
309,44,-5,17.0
310,39,-5,14.5
311,46,-5,18.0
312,42,-5,16.0
313,44,-5,17.0
314,43,-5,16.5
315,48,-5,19.0
316,42,-5,16.0
317,48,-5,19.0
318,56,-5,23.0
319,41,-5,15.5
320,11,-5,0.5
321,67,-5,28.5
322,52,-5,21.0
323,46,-5,18.0
324,64,-5,27.0
325,44,-5,17.0
326,58,-5,24.0
327,83,-5,36.5
328,49,-5,19.5
329,45,-5,17.5
330,90,-5,40.0
331,52,-5,21.0
332,47,-5,18.5
333,52,-5,21.0
334,48,-5,19.0
335,55,-5,22.5
336,46,-5,18.0
337,62,-5,26.0
338,47,-5,18.5
339,52,-5,21.0
340,57,-5,23.5
341,39,-5,14.5
342,68,-5,29.0
343,49,-5,19.5
344,41,-5,15.5
345,72,-5,31.0
346,51,-5,20.5
347,48,-5,19.0
348,44,-5,17.0
349,44,-5,17.0
350,42,-5,16.0
351,45,-5,17.5
352,45,-5,17.5
353,18,-5,4.0
354,58,-5,24.0
355,50,-5,20.0
356,32,-5,11.0
357,54,-5,22.0
358,73,-5,31.5
359,57,-5,23.5
360,75,-5,32.5
361,114,-5,52.0
362,51,-5,20.5
363,51,-5,20.5
364,26,-5,8.0
365,59,-5,24.5
366,44,-5,17.0
367,46,-5,18.0
368,44,-5,17.0
369,43,-5,16.5
370,22,-5,6.0
371,50,-5,20.0
372,61,-5,25.5
373,54,-5,22.0
374,54,-5,22.0
375,49,-5,19.5
376,49,-5,19.5
377,43,-5,16.5
378,47,-5,18.5
379,18,-5,4.0
380,44,-5,17.0
381,50,-5,20.0
382,43,-5,16.5
383,39,-5,14.5
384,42,-5,16.0
385,51,-5,20.5
386,43,-5,16.5
387,54,-5,22.0
388,17,-5,3.5
389,61,-5,25.5
390,18,-5,4.0
391,55,-5,22.5
392,54,-5,22.0
393,49,-5,19.5
394,48,-5,19.0
395,51,-5,20.5
396,52,-5,21.0
397,55,-5,22.5
398,32,-5,11.0
399,49,-5,19.5
400,49,-5,19.5
401,46,-5,18.0
402,50,-5,20.0
403,48,-5,19.0
404,18,-5,4.0
405,82,-5,36.0
406,20,-5,5.0
407,67,-5,28.5
408,63,-5,26.5
409,54,-5,22.0
410,52,-5,21.0
411,52,-5,21.0
412,49,-5,19.5
413,62,-5,26.0
414,45,-5,17.5
415,55,-5,22.5
416,56,-5,23.0
417,59,-5,24.5
418,58,-5,24.0
419,54,-5,22.0
420,61,-5,25.5
421,65,-5,27.5
422,57,-5,23.5
423,75,-5,32.5
424,67,-5,28.5
425,23,-5,6.5
426,73,-5,31.5
427,56,-5,23.0
428,55,-5,22.5
429,47,-5,18.5
430,70,-5,30.0
431,52,-5,21.0
432,67,-5,28.5
433,64,-5,27.0
434,90,-5,40.0
435,49,-5,19.5
436,75,-5,32.5
437,64,-5,27.0
438,65,-5,27.5
439,69,-5,29.5
440,53,-5,21.5
441,51,-5,20.5
442,57,-5,23.5
443,55,-5,22.5
444,27,-5,8.5
445,74,-5,32.0
446,64,-5,27.0
447,50,-5,20.0
448,62,-5,26.0
449,66,-5,28.0
450,61,-5,25.5
451,56,-5,23.0
452,58,-5,24.0
453,58,-5,24.0
454,71,-5,30.5
455,56,-5,23.0
456,47,-5,18.5
457,56,-5,23.0
458,67,-5,28.5
459,58,-5,24.0
460,52,-5,21.0
461,44,-5,17.0
462,54,-5,22.0
463,50,-5,20.0
464,66,-5,28.0
465,47,-5,18.5
466,57,-5,23.5
467,73,-5,31.5
468,66,-5,28.0
469,74,-5,32.0
470,63,-5,26.5
471,88,-5,39.0
472,58,-5,24.0
473,45,-5,17.5
474,59,-5,24.5
475,42,-5,16.0
476,69,-5,29.5
477,40,-5,15.0
478,70,-5,30.0
479,44,-5,17.0
480,51,-5,20.5
481,59,-5,24.5
482,50,-5,20.0
483,44,-5,17.0
484,45,-5,17.5
485,47,-5,18.5
486,79,-5,34.5
487,56,-5,23.0
488,18,-5,4.0
489,63,-5,26.5
490,74,-5,32.0
491,89,-5,39.5
492,58,-5,24.0
493,63,-5,26.5
494,64,-5,27.0
495,82,-5,36.0
496,53,-5,21.5
497,68,-5,29.0
498,53,-5,21.5
499,44,-5,17.0
500,46,-5,18.0
501,57,-5,23.5
502,42,-5,16.0
503,106,-5,48.0
504,58,-5,24.0
505,51,-5,20.5
506,43,-5,16.5
507,20,-5,5.0
508,48,-5,19.0
509,49,-5,19.5
510,57,-5,23.5
511,47,-5,18.5
512,29,-5,9.5
513,60,-5,25.0
514,15,-5,2.5
515,11,-5,0.5
516,51,-5,20.5
517,48,-5,19.0
518,14,-5,2.0
519,17,-5,3.5
520,15,-5,2.5
521,13,-5,1.5
522,45,-5,17.5
523,21,-5,5.5
524,27,-5,8.5
525,51,-5,20.5
526,42,-5,16.0
527,48,-5,19.0
528,50,-5,20.0
529,48,-5,19.0
530,16,-5,3.0
531,50,-5,20.0
532,13,-5,1.5
533,63,-5,26.5
534,43,-5,16.5
535,48,-5,19.0
536,47,-5,18.5
537,41,-5,15.5
538,19,-5,4.5
539,42,-5,16.0
540,13,-5,1.5
541,48,-5,19.0
542,22,-5,6.0
543,51,-5,20.5
544,41,-5,15.5
545,15,-5,2.5
546,43,-5,16.5
547,13,-5,1.5
548,49,-5,19.5
549,50,-5,20.0
550,46,-5,18.0
551,47,-5,18.5
552,14,-5,2.0
553,45,-5,17.5
554,43,-5,16.5
555,54,-5,22.0
556,48,-5,19.0
557,57,-5,23.5
558,44,-5,17.0
559,47,-5,18.5
560,23,-5,6.5
561,50,-5,20.0
562,46,-5,18.0
563,13,-5,1.5
564,20,-5,5.0
565,44,-5,17.0
566,54,-5,22.0
567,11,-5,0.5
568,17,-5,3.5
569,46,-5,18.0
570,50,-5,20.0
571,47,-5,18.5
572,8,-5,-1.0
573,46,-5,18.0
574,42,-5,16.0
575,10,-5,0.0
576,44,-5,17.0
577,41,-5,15.5
578,46,-5,18.0
579,45,-5,17.5
580,53,-5,21.5
581,14,-5,2.0
582,69,-5,29.5
583,64,-5,27.0
584,59,-5,24.5
585,43,-5,16.5
586,53,-5,21.5
587,52,-5,21.0
588,18,-5,4.0
589,48,-5,19.0
590,45,-5,17.5
591,11,-5,0.5
592,42,-5,16.0
593,20,-5,5.0
594,42,-5,16.0
595,41,-5,15.5
596,50,-5,20.0
597,48,-5,19.0
598,43,-5,16.5
599,47,-5,18.5
600,63,-5,26.5
601,56,-5,23.0
602,16,-5,3.0
603,42,-5,16.0
604,58,-5,24.0
605,50,-5,20.0
606,63,-5,26.5
607,19,-5,4.5
608,52,-5,21.0
609,42,-5,16.0
610,43,-5,16.5
611,58,-5,24.0
612,51,-5,20.5
613,53,-5,21.5
614,69,-5,29.5
615,57,-5,23.5
616,73,-5,31.5
617,66,-5,28.0
618,53,-5,21.5
619,47,-5,18.5
620,53,-5,21.5
621,59,-5,24.5
622,63,-5,26.5
623,43,-5,16.5
624,57,-5,23.5
625,52,-5,21.0
626,52,-5,21.0
627,66,-5,28.0
628,49,-5,19.5
629,66,-5,28.0
630,64,-5,27.0
631,76,-5,33.0
632,45,-5,17.5
633,46,-5,18.0
634,43,-5,16.5
635,41,-5,15.5
636,40,-5,15.0
637,55,-5,22.5
638,43,-5,16.5
639,44,-5,17.0
640,46,-5,18.0
641,49,-5,19.5
642,45,-5,17.5
